purpose,isjointapplication,loanamount,interestrate,monthlypayment,grade,residentialstate,homeownership,annualincome,incomeverified,dtiratio,lengthcredithistory,numtotalcreditlines,numopencreditlines,numopencreditlines1year,revolvingbalance,revolvingutilizationrate,numderogatoryrec,numdelinquency2years,numchargeoff1year,numinquiries6mon,loan_year,loan_month,loan_dayofweek,term_months,default_flag
debtconsolidation,0.0,21934.0,7.05,678,B1,WY,mortgage,50608,0,20.24,4,19,11.0,9,16196,75.0,0,0,0,2,2016,4,6,36.0,0
homeimprovement,0.0,14575.0,5.87,443,B2,OH,mortgage,55234,1,24.14,7,4,3.0,1,14633,34.62,0,0,0,0,2015,10,5,36.0,0
debtconsolidation,0.0,25297.0,7.05,502,A1,CA,rent,58069,0,26.0,1,24,13.0,10,13059,60.98,0,1,1,0,2014,12,4,60.0,0
debtconsolidation,1.0,24240.0,9.85,613,C2,NM,rent,51471,0,7.73,4,14,9.0,6,19826,62.77,0,1,1,0,2014,10,2,48.0,0
debtconsolidation,0.0,18763.0,8.08,459,A1,MS,mortgage,52329,0,17.43,10,11,8.0,6,14672,53.23,0,7,5,0,2015,12,6,48.0,0
debtconsolidation,0.0,18155.0,5.89,551,E3,FL,own,56023,1,19.79,3,10,7.0,7,12591,62.0,0,0,0,0,2015,11,3,36.0,0
other,0.0,20121.0,8.57,497,B2,MN,own,49329,0,19.88,2,6,6.0,3,16529,49.0,0,0,0,0,2016,1,0,48.0,0
debtconsolidation,0.0,27413.0,8.95,568,C3,DE,own,52635,1,10.64,37,16,13.0,10,14911,65.42,1,0,0,1,2015,10,4,60.0,0
debtconsolidation,0.0,17435.0,12.85,586,B2,MO,rent,53685,1,27.74,21,19,17.0,16,16803,71.69,0,11,7,2,2014,7,3,36.0,0
debtconsolidation,0.0,24412.0,14.49,673,A2,GA,own,53671,0,14.67,7,6,5.0,5,12005,100.0,0,0,0,0,2016,6,0,48.0,0
other,0.0,17218.0,9.25,550,A2,MO,mortgage,49332,1,18.97,1,10,8.0,7,19419,54.96,0,7,4,0,2014,8,1,36.0,0
debtconsolidation,0.0,29120.0,9.69,734,A2,DE,own,54118,0,21.93,2,11,10.0,5,14367,81.96,0,0,0,15,2016,6,4,48.0,0
debtconsolidation,1.0,18228.0,15.62,513,B1,NV,rent,61306,1,13.11,20,15,13.0,13,14093,90.59,0,0,0,0,2015,3,6,48.0,0
homeimprovement,0.0,20035.0,10.16,510,A3,NM,mortgage,48978,1,16.67,15,15,8.0,3,15802,60.45,1,0,0,2,2015,3,6,48.0,0
debtconsolidation,0.0,26840.0,9.41,859,C1,CA,own,54296,0,13.23,3,11,6.0,4,14188,86.49,0,0,0,0,2016,4,3,36.0,0
debtconsolidation,1.0,21381.0,12.69,483,A3,WA,rent,61627,0,18.95,8,17,16.0,10,14968,97.8,0,13,10,0,2016,2,3,60.0,0
homeimprovement,0.0,16776.0,5.95,394,A1,FL,rent,58534,0,20.48,14,17,11.0,11,12685,43.23,0,18,14,0,2015,11,0,48.0,0
debtconsolidation,0.0,18496.0,8.58,457,E3,LA,mortgage,59278,1,21.67,3,18,15.0,8,11742,42.39,0,1,1,0,2015,5,5,48.0,1
education,0.0,13127.0,9.32,329,B3,CO,rent,53455,1,15.85,35,15,11.0,7,13174,42.75,0,0,0,17,2015,12,3,48.0,0
homeimprovement,0.0,20499.0,15.41,575,B2,DC,rent,54049,1,23.41,6,19,13.0,8,11137,81.19,0,0,0,1,2015,8,3,48.0,0
debtconsolidation,0.0,18455.0,15.98,649,B3,VA,own,52617,0,19.13,6,11,11.0,4,17060,68.26,0,0,0,1,2014,11,6,36.0,0
debtconsolidation,0.0,19734.0,8.16,483,D2,AL,rent,57009,1,10.2,9,13,12.0,10,7061,43.23,2,0,0,0,2014,8,0,48.0,0
debtconsolidation,0.0,22707.0,8.04,712,A2,MA,own,55259,1,24.04,1,10,6.0,5,13063,97.14,0,0,0,3,2015,6,2,36.0,0
debtconsolidation,0.0,20831.0,10.26,445,B3,PA,own,56047,1,18.74,10,13,8.0,4,19943,65.35,0,7,7,0,2014,8,4,60.0,0
debtconsolidation,0.0,25877.0,18.22,938,D2,MA,own,52467,1,14.01,3,13,10.0,9,15685,70.67,7,0,0,1,2015,10,3,36.0,1
debtconsolidation,0.0,15023.0,13.32,405,B3,MA,mortgage,51086,0,22.1,15,18,17.0,9,12230,50.35,0,0,0,1,2014,8,3,48.0,0
debtconsolidation,0.0,23052.0,6.55,707,D1,WA,own,51351,1,20.45,22,14,13.0,12,15495,57.74,0,0,0,18,2015,3,1,36.0,0
debtconsolidation,0.0,18116.0,8.56,372,B1,NM,rent,50742,1,19.64,32,15,8.0,5,13790,78.7,0,0,0,1,2014,9,1,60.0,0
debtconsolidation,0.0,21153.0,8.86,525,B3,AR,own,56362,1,17.77,6,17,14.0,9,14447,49.94,0,0,0,0,2016,6,2,48.0,0
debtconsolidation,0.0,14158.0,14.73,392,A1,NE,mortgage,54710,1,12.16,9,19,19.0,15,10572,51.78,0,1,1,0,2015,1,4,48.0,0
debtconsolidation,0.0,25266.0,21.67,693,D2,SD,mortgage,51680,1,24.47,6,15,8.0,6,11831,59.27,0,0,0,0,2015,8,5,60.0,1
debtconsolidation,0.0,21325.0,11.17,553,B2,WI,mortgage,52505,1,17.59,5,10,8.0,5,13367,72.48,0,13,10,0,2015,6,5,48.0,0
homeimprovement,0.0,13580.0,7.85,425,C1,WY,own,57613,0,20.16,33,6,5.0,2,16984,63.2,0,16,9,15,2015,5,0,36.0,0
debtconsolidation,0.0,16514.0,9.26,527,B2,LA,mortgage,55297,0,6.55,15,20,14.0,7,15863,59.69,6,0,0,0,2015,6,4,36.0,0
debtconsolidation,0.0,23030.0,18.1,586,A3,DC,own,51363,1,24.83,1,14,9.0,6,13279,56.46,0,0,0,1,2015,10,6,60.0,1
debtconsolidation,0.0,14747.0,10.28,478,D2,WI,rent,54251,0,18.51,4,17,9.0,7,15374,92.7,0,0,0,16,2014,6,5,36.0,0
debtconsolidation,0.0,19697.0,10.28,421,D2,AZ,mortgage,56809,1,15.95,21,11,6.0,3,11834,62.71,0,0,0,1,2015,3,6,60.0,0
debtconsolidation,1.0,14913.0,12.73,398,A2,NE,own,51163,1,17.13,1,7,4.0,2,16482,79.0,0,0,0,1,2015,5,5,48.0,0
debtconsolidation,0.0,17373.0,14.69,481,B2,TX,own,56001,0,19.13,36,16,11.0,10,9998,47.01,0,0,0,0,2014,6,4,48.0,0
debtconsolidation,0.0,14773.0,12.41,332,E3,FL,own,52353,0,20.14,9,18,13.0,6,15363,52.53,0,0,0,0,2016,5,5,60.0,0
debtconsolidation,0.0,24017.0,10.48,615,E1,NY,rent,54627,1,17.11,10,9,5.0,3,14874,68.44,0,0,0,0,2016,5,6,48.0,0
homeimprovement,0.0,21047.0,8.93,523,B3,FL,rent,57233,1,10.44,10,17,17.0,11,15598,31.98,0,0,0,0,2015,4,1,48.0,0
debtconsolidation,0.0,21160.0,16.15,601,A1,MS,mortgage,51828,1,12.09,27,12,9.0,7,16816,93.45,0,0,0,0,2016,5,2,48.0,0
other,0.0,20600.0,5.8,514,C3,PA,rent,54133,1,15.66,28,14,11.0,11,14427,61.98,0,1,1,0,2015,11,1,48.0,0
debtconsolidation,0.0,24105.0,5.5,728,C2,TN,rent,45436,1,13.61,1,19,13.0,9,14923,71.13,9,0,0,0,2014,5,4,36.0,1
debtconsolidation,0.0,18206.0,15.47,438,E1,ME,rent,59289,1,14.49,8,16,12.0,8,14825,75.58,0,0,0,1,2016,6,3,60.0,0
debtconsolidation,1.0,14763.0,14.63,509,E1,LA,rent,52252,1,18.26,21,12,8.0,6,16481,55.6,0,0,0,0,2015,12,4,36.0,0
other,0.0,26824.0,12.58,605,A2,NY,own,55228,1,14.08,9,15,13.0,8,14006,61.28,0,1,1,1,2015,4,5,60.0,0
debtconsolidation,0.0,23899.0,16.25,680,A2,IA,mortgage,54734,0,12.55,2,17,14.0,5,15251,63.64,0,0,0,1,2015,7,0,48.0,0
homeimprovement,0.0,18471.0,15.45,644,B1,MS,rent,51770,0,20.09,2,10,9.0,6,17267,78.41,0,0,0,0,2014,12,1,36.0,0
auto,1.0,16549.0,16.77,409,C2,NC,mortgage,56704,0,13.93,2,7,7.0,6,13035,57.39,0,1,1,0,2015,4,0,60.0,0
debtconsolidation,0.0,19372.0,9.04,482,C1,CT,rent,58761,0,16.68,27,22,13.0,13,14297,53.38,0,0,0,0,2014,7,1,48.0,0
debtconsolidation,0.0,25630.0,11.37,844,A2,CA,own,53512,1,20.02,3,11,11.0,6,15289,51.15,0,0,0,1,2015,5,2,36.0,0
debtconsolidation,1.0,23639.0,21.53,897,C2,NY,own,54719,1,17.17,4,12,6.0,4,13181,74.74,0,0,0,1,2015,1,3,36.0,1
debtconsolidation,0.0,26602.0,6.58,521,B2,AL,rent,62222,0,17.61,4,15,12.0,11,17824,76.08,0,0,0,1,2016,2,3,60.0,0
debtconsolidation,0.0,17655.0,10.63,381,D2,MS,mortgage,54367,0,15.46,32,13,7.0,6,18445,53.63,0,0,0,0,2014,6,6,60.0,0
debtconsolidation,0.0,24207.0,7.48,753,B3,ID,rent,53052,1,12.96,13,15,11.0,4,13237,52.22,1,0,0,1,2015,8,0,36.0,0
homeimprovement,0.0,17231.0,10.4,370,C1,VA,mortgage,57294,0,21.93,3,10,5.0,3,14214,87.99,0,0,0,0,2016,2,6,60.0,0
debtconsolidation,0.0,15932.0,10.71,410,C2,OH,mortgage,55904,1,20.98,10,16,15.0,9,13380,82.33,0,6,6,0,2016,4,3,48.0,0
debtconsolidation,0.0,20736.0,13.24,559,B3,TN,own,55364,1,11.72,3,12,7.0,3,14302,47.8,0,16,14,1,2015,7,4,48.0,0
debtconsolidation,0.0,20136.0,8.21,633,B1,MN,own,52383,0,16.53,1,14,13.0,8,10407,41.02,0,0,0,1,2014,11,5,36.0,0
homeimprovement,0.0,10883.0,13.47,250,C1,IL,rent,56846,1,9.43,8,11,11.0,11,12939,80.3,0,0,0,3,2014,8,5,60.0,0
debtconsolidation,0.0,15292.0,11.44,336,C1,ID,rent,56832,1,17.1,18,10,9.0,8,14448,69.38,0,0,0,2,2014,10,4,60.0,0
debtconsolidation,0.0,17746.0,12.35,592,B1,IA,own,52740,1,25.07,8,17,15.0,8,13992,56.14,0,5,3,1,2014,10,4,36.0,0
debtconsolidation,0.0,9846.0,14.72,340,E3,ID,own,57855,0,8.28,16,9,5.0,4,16442,71.82,0,0,0,0,2016,1,5,36.0,0
debtconsolidation,0.0,18614.0,8.68,460,B1,CT,own,58064,0,17.15,7,20,13.0,4,14884,73.84,0,0,0,0,2016,5,0,48.0,0
auto,0.0,29887.0,16.43,854,D3,FL,own,51617,1,21.77,2,17,9.0,5,11222,58.22,0,6,5,1,2016,3,0,48.0,1
debtconsolidation,0.0,21361.0,10.89,698,C3,ID,own,51655,1,22.82,2,13,8.0,3,14372,78.25,0,0,0,0,2015,1,4,36.0,0
debtconsolidation,0.0,24418.0,6.21,576,B3,NY,rent,58979,1,24.64,4,19,12.0,11,14349,37.98,0,0,0,9,2015,9,2,48.0,0
debtconsolidation,0.0,22418.0,13.1,511,B1,NY,own,54107,0,20.35,24,16,11.0,9,14184,56.72,0,3,3,1,2015,6,3,60.0,0
debtconsolidation,0.0,15804.0,7.95,320,A2,AR,own,59511,1,29.88,20,16,12.0,9,10634,49.38,0,0,0,0,2016,3,3,60.0,0
business,0.0,25612.0,10.71,553,A2,WY,mortgage,61609,1,17.51,17,13,10.0,3,11833,63.48,0,0,0,1,2015,7,3,60.0,0
debtconsolidation,0.0,16438.0,6.98,393,B3,PA,mortgage,59843,1,19.19,7,13,10.0,4,12928,100.0,0,0,0,0,2014,9,2,48.0,0
debtconsolidation,1.0,14209.0,14.16,487,E1,NJ,own,54918,0,20.76,5,16,13.0,10,15880,94.1,0,0,0,0,2016,1,3,36.0,0
debtconsolidation,0.0,15092.0,8.31,308,A3,IN,mortgage,52684,1,14.24,4,19,12.0,7,11848,82.19,1,1,1,0,2015,9,2,60.0,0
debtconsolidation,0.0,15948.0,15.11,554,B1,DC,mortgage,57077,1,33.46,9,15,14.0,9,14493,52.17,0,0,0,0,2014,9,6,36.0,0
debtconsolidation,0.0,25433.0,11.47,838,D3,DE,mortgage,59814,1,24.04,1,14,13.0,13,17321,55.3,0,3,2,3,2014,9,0,36.0,0
debtconsolidation,0.0,17678.0,13.77,602,B1,IA,rent,57170,0,12.66,33,8,5.0,2,13421,85.24,0,0,0,0,2016,1,4,36.0,0
debtconsolidation,0.0,26465.0,9.84,852,C1,FL,mortgage,52975,1,27.4,2,13,9.0,6,15003,94.76,0,0,0,0,2015,12,3,36.0,0
debtconsolidation,0.0,20042.0,13.65,463,B1,NY,own,53096,1,19.62,31,16,9.0,7,12654,61.53,6,0,0,0,2015,3,0,60.0,0
debtconsolidation,0.0,10909.0,6.86,261,C2,ND,rent,57130,0,15.31,2,19,11.0,9,25262,64.53,0,0,0,0,2016,4,6,48.0,0
debtconsolidation,0.0,23084.0,8.03,724,D3,FL,rent,55633,0,12.21,3,12,8.0,5,13798,71.61,1,0,0,2,2015,1,3,36.0,0
debtconsolidation,0.0,17904.0,6.92,354,A2,SD,rent,55925,1,17.01,4,11,7.0,2,17274,71.79,0,0,0,0,2016,3,1,60.0,0
debtconsolidation,0.0,25514.0,11.3,663,A1,MO,own,50419,1,11.38,10,17,9.0,3,15005,56.77,0,0,0,1,2014,8,4,48.0,0
other,0.0,22154.0,10.32,565,A1,AR,own,56308,1,19.39,1,13,11.0,7,10729,18.55,0,0,0,0,2015,12,0,48.0,0
other,0.0,16718.0,14.57,576,A2,TX,own,56435,0,25.53,3,20,12.0,7,18064,59.92,0,0,0,0,2014,12,1,36.0,0
debtconsolidation,0.0,26016.0,8.24,531,B3,CA,rent,54383,1,19.74,2,13,9.0,8,13360,90.38,0,0,0,0,2015,9,0,60.0,0
debtconsolidation,0.0,20584.0,14.59,569,B3,NY,rent,54279,1,13.71,3,15,9.0,7,16110,61.87,1,2,2,0,2015,1,0,48.0,0
debtconsolidation,0.0,22945.0,8.58,725,C1,CA,mortgage,52406,0,15.81,28,14,10.0,9,15369,56.79,0,0,0,0,2014,11,5,36.0,0
debtconsolidation,0.0,26367.0,17.38,945,C3,AZ,mortgage,53440,1,15.34,3,21,18.0,7,14131,70.21,6,0,0,0,2014,5,1,36.0,0
debtconsolidation,0.0,19484.0,13.39,660,E2,PA,mortgage,51877,1,14.95,5,13,8.0,7,14793,84.75,0,0,0,3,2015,11,3,36.0,1
debtconsolidation,0.0,20781.0,6.49,407,B1,ME,mortgage,55367,1,16.53,2,9,8.0,6,14267,49.09,0,0,0,7,2016,2,6,60.0,0
debtconsolidation,0.0,15781.0,13.24,534,A1,KY,own,56608,1,21.68,34,18,13.0,12,15901,66.07,7,7,4,0,2014,7,6,36.0,0
business,0.0,14451.0,11.45,317,B1,CA,mortgage,51266,1,14.38,2,9,5.0,3,18105,62.74,0,17,15,1,2014,11,3,60.0,0
debtconsolidation,0.0,25094.0,7.22,500,A3,IA,rent,52755,0,19.21,3,19,11.0,5,18399,65.9,0,1,1,0,2014,7,2,60.0,0
homeimprovement,0.0,22040.0,7.61,443,C2,WA,mortgage,49682,1,21.76,5,14,11.0,9,17841,94.35,0,3,3,1,2014,5,1,60.0,1
debtconsolidation,0.0,23449.0,13.92,545,C1,MN,mortgage,57167,0,24.99,5,16,10.0,6,9903,46.6,0,0,0,0,2015,1,6,60.0,0
business,0.0,21882.0,6.54,519,C1,NV,mortgage,51884,0,14.07,5,16,10.0,9,19452,74.91,5,0,0,1,2015,10,6,48.0,0
debtconsolidation,0.0,19616.0,5.3,454,A3,LA,rent,53824,0,7.49,2,24,16.0,9,15932,54.36,0,0,0,0,2016,1,4,48.0,0
debtconsolidation,0.0,16148.0,17.14,467,A1,NY,rent,57214,1,22.01,3,7,6.0,3,12940,49.95,0,0,0,1,2014,8,4,48.0,0
homeimprovement,0.0,19113.0,20.43,586,D2,NC,rent,53466,1,25.59,27,14,11.0,5,14039,96.52,0,0,0,1,2014,8,5,48.0,0
debtconsolidation,0.0,24176.0,10.79,622,C3,DC,mortgage,54863,1,20.35,5,16,11.0,11,16097,47.49,0,0,0,0,2015,3,0,48.0,0
debtconsolidation,0.0,24112.0,13.69,820,D3,NE,own,52026,1,23.41,4,18,14.0,13,20396,80.67,0,0,0,2,2014,11,5,36.0,1
debtconsolidation,0.0,22087.0,11.6,729,D3,MN,own,55650,1,14.1,34,13,11.0,9,13362,45.32,0,0,0,0,2014,12,0,36.0,0
homeimprovement,0.0,18784.0,7.7,378,D1,MT,own,52990,1,20.04,30,10,7.0,4,13089,100.0,0,0,0,0,2015,12,3,60.0,0
debtconsolidation,0.0,11021.0,7.62,267,E1,IN,rent,60320,0,20.06,3,22,19.0,13,11437,78.89,0,0,0,0,2014,11,4,48.0,0
debtconsolidation,0.0,26144.0,7.47,632,A1,NY,rent,53884,0,17.24,35,15,15.0,7,17640,62.65,0,0,0,0,2014,6,2,48.0,0
debtconsolidation,0.0,17856.0,12.32,596,A3,FL,mortgage,51015,0,21.24,9,13,10.0,10,14278,67.36,0,0,0,1,2014,8,2,36.0,0
debtconsolidation,0.0,19653.0,8.59,621,A1,SD,mortgage,58463,1,16.76,8,15,14.0,12,19591,43.27,0,0,0,0,2016,4,4,36.0,0
debtconsolidation,0.0,15177.0,16.87,540,C1,SC,rent,56503,1,19.45,9,17,9.0,9,11632,59.44,1,0,0,0,2016,3,5,36.0,0
debtconsolidation,0.0,18805.0,8.92,467,C1,RI,own,52064,1,19.57,3,18,11.0,10,18822,50.27,0,0,0,1,2016,3,6,48.0,0
debtconsolidation,0.0,19822.0,8.22,486,A3,WA,rent,54121,1,18.52,5,14,8.0,3,11150,68.0,0,0,0,0,2015,9,2,48.0,0
healthcare,0.0,22791.0,8.9,472,A2,OR,rent,52872,1,16.08,2,16,11.0,5,14204,47.19,0,0,0,0,2016,5,3,60.0,0
debtconsolidation,0.0,19656.0,14.13,538,A1,ID,rent,60385,0,16.74,7,18,16.0,8,19682,41.64,6,0,0,0,2014,8,2,48.0,0
debtconsolidation,0.0,23701.0,13.42,641,C2,NJ,rent,52161,1,17.88,1,14,12.0,7,15195,46.64,0,0,0,1,2014,6,0,48.0,0
debtconsolidation,0.0,22719.0,9.04,472,C2,NY,mortgage,53522,1,20.54,8,16,12.0,4,14154,78.28,4,0,0,0,2014,7,6,60.0,0
education,1.0,17781.0,8.17,559,A1,DC,rent,58293,1,16.23,4,16,8.0,6,17226,87.82,0,0,0,0,2014,10,5,36.0,0
debtconsolidation,0.0,22188.0,15.37,773,B2,AL,rent,54923,1,0.24,6,16,14.0,13,14251,54.81,0,0,0,0,2015,4,6,36.0,0
debtconsolidation,0.0,21077.0,12.31,703,A1,KS,own,51478,1,24.55,2,17,13.0,5,13912,40.88,0,7,4,1,2014,6,0,36.0,0
debtconsolidation,0.0,27642.0,9.73,888,B2,KY,mortgage,58142,1,25.02,2,11,8.0,7,17576,78.68,0,0,0,0,2015,7,0,36.0,0
debtconsolidation,0.0,27596.0,6.27,843,D2,NV,own,50087,1,10.2,1,13,11.0,4,15082,43.89,0,0,0,1,2016,3,3,36.0,0
debtconsolidation,0.0,19344.0,7.01,597,A2,NH,mortgage,55726,1,18.8,2,9,7.0,7,17470,87.24,9,1,1,1,2015,7,2,36.0,0
education,0.0,29661.0,12.11,783,A2,IN,mortgage,48880,1,11.6,3,15,11.0,10,10552,62.53,0,0,0,1,2014,11,5,48.0,1
homeimprovement,0.0,22776.0,4.9,682,A2,OH,mortgage,54933,1,16.53,5,15,12.0,5,17266,76.19,0,0,0,0,2014,5,4,36.0,0
debtconsolidation,0.0,24381.0,9.35,779,A3,WA,own,50506,1,11.0,35,10,5.0,3,17858,71.17,0,0,0,0,2015,12,5,36.0,0
debtconsolidation,0.0,22420.0,8.07,455,A3,CA,mortgage,56302,1,12.61,1,17,11.0,8,16799,69.0,0,0,0,11,2015,3,3,60.0,0
debtconsolidation,0.0,17996.0,5.31,417,A1,OR,own,56529,1,21.13,10,14,13.0,10,13641,85.24,0,0,0,1,2015,10,1,48.0,0
debtconsolidation,0.0,20621.0,9.34,659,C2,CA,rent,54640,1,16.01,13,14,8.0,5,11182,48.24,0,1,1,1,2015,8,4,36.0,0
debtconsolidation,0.0,24661.0,18.55,898,E1,DE,own,50962,1,25.53,1,15,9.0,8,11989,50.07,0,0,0,1,2014,8,2,36.0,1
business,0.0,19218.0,7.15,382,C3,MN,mortgage,54145,0,14.2,6,16,11.0,8,15445,68.32,0,0,0,2,2014,9,5,60.0,0
debtconsolidation,0.0,20144.0,8.55,414,A3,IL,mortgage,53629,1,25.49,15,11,10.0,4,17690,33.28,0,0,0,0,2015,10,6,60.0,0
debtconsolidation,0.0,29622.0,20.12,1103,D3,DC,own,53710,1,16.73,9,13,9.0,8,14689,55.21,0,0,0,0,2015,4,3,36.0,1
debtconsolidation,0.0,22703.0,14.27,623,A2,TX,own,63237,0,13.55,31,19,13.0,13,18291,64.25,0,0,0,0,2016,5,3,48.0,0
debtconsolidation,0.0,27275.0,6.19,832,D1,IL,rent,56981,1,21.53,24,18,14.0,6,12022,57.92,0,0,0,1,2015,11,4,36.0,0
debtconsolidation,0.0,29518.0,11.12,968,A1,TX,rent,51176,1,18.38,39,16,8.0,5,15921,47.43,0,0,0,0,2015,5,3,36.0,0
debtconsolidation,0.0,22328.0,8.47,705,A2,MT,own,54094,1,19.06,10,13,8.0,6,17374,70.16,14,0,0,2,2016,6,1,36.0,0
debtconsolidation,0.0,22016.0,6.46,674,A1,NJ,own,53975,0,21.08,2,18,14.0,12,13128,36.2,0,0,0,0,2016,4,6,36.0,1
other,0.0,20704.0,8.25,422,B1,GA,mortgage,53500,0,18.03,29,14,9.0,9,23423,27.44,8,0,0,0,2016,3,1,60.0,0
homeimprovement,0.0,21010.0,8.54,664,A3,VA,mortgage,55142,1,11.79,3,11,9.0,8,16135,44.48,0,0,0,2,2016,2,3,36.0,0
debtconsolidation,0.0,13564.0,11.67,299,B1,DC,rent,58459,1,11.65,7,13,10.0,7,14822,80.99,0,0,0,0,2015,1,0,60.0,0
homeimprovement,0.0,22289.0,17.96,566,C2,NE,mortgage,46302,1,22.18,37,16,9.0,5,17716,61.75,0,3,2,2,2016,1,2,60.0,1
debtconsolidation,0.0,22512.0,11.75,498,B1,WA,mortgage,57010,1,21.96,31,19,12.0,7,14446,57.42,1,0,0,0,2016,5,3,60.0,0
debtconsolidation,0.0,29450.0,26.91,1201,E3,OK,mortgage,58970,1,20.19,9,15,13.0,11,14039,81.02,1,0,0,0,2015,12,1,36.0,1
debtconsolidation,0.0,18245.0,7.6,568,B3,IN,mortgage,53900,0,20.67,32,18,14.0,11,12204,50.1,0,0,0,0,2016,3,2,36.0,0
homeimprovement,0.0,17427.0,9.51,438,A1,FL,own,58434,1,20.69,30,13,11.0,7,17855,54.17,0,0,0,0,2016,1,2,48.0,0
homeimprovement,0.0,13196.0,9.17,421,C2,TN,mortgage,53273,1,12.43,8,21,16.0,11,14738,41.39,0,0,0,1,2015,11,2,36.0,0
debtconsolidation,0.0,21574.0,12.73,576,A2,MA,mortgage,57497,1,14.25,36,14,11.0,5,15709,67.4,0,0,0,1,2016,3,3,48.0,0
education,0.0,14187.0,8.33,349,C2,TX,own,61717,1,13.91,14,17,9.0,4,18893,86.34,0,0,0,0,2014,8,2,48.0,0
business,0.0,18077.0,13.19,487,B3,PA,rent,54790,1,18.56,5,12,8.0,3,12891,81.98,0,0,0,0,2014,11,5,48.0,0
debtconsolidation,0.0,17457.0,9.98,443,D2,VA,own,56387,1,12.34,2,8,4.0,2,12855,57.66,0,0,0,3,2015,7,1,48.0,0
other,0.0,21223.0,10.49,543,A1,NH,rent,49535,1,22.14,1,9,6.0,4,10485,68.73,0,3,3,1,2015,2,0,48.0,0
homeimprovement,0.0,18597.0,8.56,588,D2,CO,mortgage,55477,0,20.4,1,10,10.0,6,16358,61.98,0,17,14,2,2015,4,2,36.0,0
debtconsolidation,0.0,10505.0,9.51,221,C2,NY,own,54009,1,22.67,1,12,11.0,6,11143,73.99,0,0,0,0,2016,3,0,60.0,0
debtconsolidation,0.0,30304.0,9.63,763,A1,NM,rent,54328,1,25.33,1,14,10.0,10,14910,57.38,0,1,1,1,2016,6,5,48.0,0
debtconsolidation,0.0,9830.0,12.54,221,C3,IN,own,56190,1,21.45,22,2,2.0,1,13641,52.01,0,0,0,1,2015,10,3,60.0,0
homeimprovement,0.0,13487.0,14.72,466,C1,WA,mortgage,53696,1,19.4,3,9,7.0,6,10691,55.32,0,0,0,0,2015,10,3,36.0,0
debtconsolidation,0.0,26078.0,6.73,802,D2,FL,rent,55036,1,19.23,39,17,11.0,4,20239,47.32,0,0,0,1,2015,5,1,36.0,0
debtconsolidation,0.0,21157.0,7.27,422,A3,FL,own,52417,1,17.05,2,9,9.0,8,14539,53.38,0,0,0,0,2015,10,4,60.0,0
debtconsolidation,0.0,19707.0,10.94,645,B3,NC,mortgage,54160,1,12.16,2,19,15.0,6,11210,70.44,0,1,1,14,2015,7,3,36.0,0
debtconsolidation,0.0,24607.0,15.88,597,A2,ID,mortgage,55168,1,11.89,1,15,10.0,7,16620,69.77,0,0,0,0,2015,12,4,60.0,0
debtconsolidation,0.0,23783.0,7.25,572,A2,DE,mortgage,52051,1,10.68,4,15,13.0,6,13748,47.71,0,15,14,0,2016,4,3,48.0,0
debtconsolidation,0.0,14257.0,4.31,265,E2,WI,own,54821,1,18.8,3,20,19.0,14,12021,51.45,0,0,0,0,2015,10,4,60.0,0
debtconsolidation,0.0,19642.0,11.7,434,D1,RI,rent,54424,0,11.8,2,14,7.0,4,18246,83.69,0,0,0,0,2015,12,2,60.0,0
debtconsolidation,0.0,23964.0,8.32,589,C1,DE,own,52087,1,16.27,6,19,10.0,9,12328,67.42,0,0,0,0,2015,8,5,48.0,1
education,0.0,25852.0,5.27,491,B1,NM,mortgage,56182,1,15.92,5,15,15.0,15,19066,63.59,0,0,0,4,2015,8,1,60.0,0
debtconsolidation,0.0,22073.0,14.56,760,B1,ME,own,54244,1,20.17,2,11,6.0,3,19315,64.08,0,0,0,3,2015,1,5,36.0,0
debtconsolidation,0.0,17688.0,15.46,496,A1,TN,mortgage,57405,1,14.65,4,10,7.0,6,16579,57.8,0,0,0,0,2014,8,3,48.0,0
debtconsolidation,0.0,25077.0,15.9,709,D1,NE,mortgage,52624,1,20.15,8,11,10.0,6,12046,57.04,1,0,0,1,2016,5,3,48.0,0
debtconsolidation,0.0,18561.0,11.77,614,D2,IL,mortgage,53747,1,18.51,37,14,12.0,4,11967,34.5,10,0,0,0,2015,8,1,36.0,0
debtconsolidation,0.0,19131.0,20.06,583,E3,ID,mortgage,49700,1,16.04,6,21,21.0,17,16538,70.1,0,0,0,0,2014,11,5,48.0,1
debtconsolidation,0.0,20600.0,12.53,515,A3,NV,own,55865,0,17.71,4,10,9.0,6,15189,92.91,0,0,0,0,2015,10,0,36.0,0
other,0.0,25866.0,7.17,514,D2,SC,rent,52842,1,16.77,9,8,8.0,7,15044,80.5,0,1,1,1,2014,6,2,60.0,0
debtconsolidation,0.0,15651.0,11.81,347,D2,NH,mortgage,56898,0,17.53,9,19,12.0,9,14168,83.15,0,0,0,1,2015,12,1,60.0,0
other,0.0,15350.0,11.66,507,C1,MD,rent,53437,1,12.94,1,13,7.0,3,16041,81.19,0,0,0,2,2015,11,1,36.0,0
debtconsolidation,1.0,30961.0,8.03,628,C2,WV,own,55436,0,19.6,17,11,10.0,4,14606,87.4,0,0,0,0,2016,6,4,60.0,0
